Emotion;Head Yaw;Head Roll;Head Pitch;Right Shoulder Roll;Right Shoulder Pitch;Right Elbow Yaw;Right Elbow Roll;Right Wrist Yaw;Right Hand;Left Shoulder Roll;Left Shoulder Pitch;Left Elbow Yaw;Left Elbow Roll;Left Wrist Yaw;Left Hand;Waist Roll;Waist Pitch;Right Hip Roll;Right Hip Pitch;Right Knee Yaw;Right Knee Roll;Left Hip Roll;Left Hip Pitch;Left Knee Yaw;Left Knee Roll;Emotion Code 6;Emotion Code 5;Emotion Code 4;Emotion Code 3;Emotion Code 2;Emotion Code 1
Happy;0;0;-0,011068223;-0,859527825;0,17168083;1,339294816;0,53411056;-0,338350348;3;0,90766885;0,117599233;-1,160927072;-1,552638883;0,892724325;2;0,157286436;0,231342133;1,291242512;-0,264234841;-0,040367146;-0,164045244;-1,245228477;-1,331514713;-0,023878655;0,284517768;0;0;0;0;0;1
Happy;0;0;-0,008818164;-0,861509268;0,168283018;1,334059371;0,532606001;-0,330368007;2;0,908015238;0,119247118;-1,161867825;-1,554386055;0,966290554;3;0,157224199;0,231473147;1,290974469;-0,26168588;-0,041189259;-0,165019842;-1,245545391;-1,332238689;-0,024547076;0,284867144;0;0;0;0;0;1
Happy;0;0;-0,008498995;-0,851919917;0,202358238;1,406091038;0,583998555;-0,338946852;2;0,908210553;0,118825249;-1,161077775;-1,554132963;0,974284039;3;0,157288688;0,231296652;1,290977498;-0,260851574;-0,041392458;-0,165064794;-1,245518995;-1,332315632;-0,024614605;0,284625692;0;0;0;0;0;1
Happy;0;0;-0,005587436;-0,85115347;0,187411323;1,392754776;0,562259867;-0,343225281;2;0,908855013;0,119077374;-1,160700438;-1,554370027;0,698390654;3;0,15736003;0,231091429;1,291026432;-0,259955545;-0,041371714;-0,165224631;-1,245469187;-1,332180818;-0,024370941;0,284551596;0;0;0;0;0;1
Happy;0;0;-0,086257359;-0,8336428;0,174253942;1,402693113;0,552377665;-0,337217543;2;0,924911763;0,089872159;-1,143104307;-1,553820121;0,93430369;3;0,158409991;0,226104255;1,292296551;-0,242099041;-0,041973294;-0,165574361;-1,247965376;-1,330022203;-0,025056376;0,284889517;0;0;0;0;0;1
Happy;0;0;-0,086257359;-0,8336428;0,174253942;1,402693113;0,552377665;-0,337217543;2;0,924911763;0,089872159;-1,143104307;-1,553820121;0,93430369;3;0,158409991;0,226104255;1,292296551;-0,242099041;-0,041973294;-0,165574361;-1,247965376;-1,330022203;-0,025056376;0,284889517;0;0;0;0;0;1
Happy;0;0;-0,030461298;-0,833794601;0,210906659;1,453088483;0,597790333;-0,352504782;3;0,91541809;0,105504441;-1,145693697;-1,550803914;0,704231534;3;0,159577399;0,225494321;1,292286463;-0,237923013;-0,042177278;-0,166812845;-1,247402626;-1,331525175;-0,026164093;0,284631317;0;0;0;0;0;1
Happy;0;0;-0,021201609;-0,828325372;0,203609101;1,464881344;0,587524977;-0,387048217;2;0,910988946;0,106562651;-1,14582557;-1,54941373;0,804169867;3;0,160614912;0,224995539;1,292254307;-0,235363742;-0,042520028;-0,167446499;-1,246800441;-1,332787167;-0,027674674;0,284536258;0;0;0;0;0;1
Happy;0;0;-0,021201609;-0,828325372;0,203609101;1,464881344;0,587524977;-0,387048217;2;0,910988946;0,106562651;-1,14582557;-1,54941373;0,804169867;3;0,160614912;0,224995539;1,292254307;-0,235363742;-0,042520028;-0,167446499;-1,246800441;-1,332787167;-0,027674674;0,284536258;0;0;0;0;0;1
Happy;0;0;-0,011332853;-0,830095788;0,18266667;1,440998162;0,554637317;-0,370929443;2;0,909145951;0,109704434;-1,146448454;-1,547389421;0,829796139;3;0,160507366;0,225484005;1,292018692;-0,23568384;-0,043233093;-0,168944923;-1,246270439;-1,333970809;-0,028341171;0,283926369;0;0;0;0;0;1
Happy;0;0;-0,00282557;-0,832803067;0,169611719;1,416904837;0,535324886;-0,341157178;2;0,904387699;0,109260141;-1,147538418;-1,546970565;0,97480808;2;0,160678872;0,22622689;1,291973945;-0,238569276;-0,042822711;-0,169709448;-1,245309798;-1,335521645;-0,028236945;0,283220095;0;0;0;0;0;1
Happy;0;0;-0,004829074;-0,833122665;0,157908639;1,402786257;0,524220591;-0,380988049;2;0,902209058;0,108546163;-1,147430126;-1,54473613;0,834487321;2;0,160540209;0,225039155;1,292004475;-0,236906268;-0,042261424;-0,169072979;-1,246293012;-1,335462917;-0,027564437;0,283975342;0;0;0;0;0;1
Happy;0;0;-0,007714466;-0,834220299;0,147783472;1,388855393;0,514849179;-0,339635859;2;0,900110311;0,10688071;-1,146303653;-1,541453763;1,030146145;2;0,160729587;0,224282437;1,292118148;-0,236049684;-0,042961282;-0,169363287;-1,246156734;-1,33742162;-0,028383484;0,282258868;0;0;0;0;0;1
Happy;0;0;-0,001529252;-0,827889193;0,162000318;1,435246358;0,554499753;-0,375899998;2;0,894492536;0,103159247;-1,144660743;-1,539691132;0,94985263;2;0,160538808;0,223208567;1,291847538;-0,237710217;-0,041794747;-0,1682314;-1,246984124;-1,339607443;-0,027003854;0,282449776;0;0;0;0;0;1
Happy;0;0;-0,056481746;-0,23172648;1,136605527;0,623897774;0,892285257;0,624459786;3;1,318345478;0,924346936;-1,792945921;-0,765772272;-1,593948296;2;-0,267441592;0,028492912;1,3614707;-0,07881349;-0,220433352;-0,377575474;-1,413806931;-1,97763101;-0,717133098;-0,035827844;0;0;0;0;0;1
Happy;0;0;-0,057981601;-0,236500919;1,132556354;0,618644878;0,900163673;0,404838343;2;1,334435945;0,895257324;-1,758928547;-0,755140598;-1,652616621;2;-0,267862341;0,027539564;1,355997548;-0,088123003;-0,173258433;-0,376540441;-1,41517428;-1,971969083;-0,691444362;-0,035012439;0;0;0;0;0;1
Happy;0;0;-0,05995878;-0,250419433;1,134065661;0,651772673;0,915607711;0,397944136;2;1,296453568;0,787922588;-1,682184294;-0,745417647;-1,636084314;2;-0,266376614;0,027163193;1,366510542;-0,077066377;-0,14997841;-0,373377662;-1,413292112;-2,001531386;-0,718896487;-0,038979722;0;0;0;0;0;1
Happy;0;0;-0,059508429;-0,250449082;1,129271078;0,639770673;0,923158747;0,419664038;3;1,31941216;0,844688137;-1,725688256;-0,752490498;-1,564042925;2;-0,266887263;0,026233488;1,366468059;-0,059980057;-0,253780565;-0,371251635;-1,411199797;-2,051308458;-0,739174267;-0,044095238;0;0;0;0;0;1
Happy;0;0;-0,057566877;-0,25757192;1,128244206;0,64777427;0,972625465;0,575435636;2;1,298957691;0,770823974;-1,671527579;-0,74329127;-1,629632775;2;-0,267343199;0,025109904;1,365507048;-0,048723848;-0,268167219;-0,371689883;-1,411892161;-2,067986785;-0,756410898;-0,045095008;0;0;0;0;0;1
Happy;0;0;-0,061309576;-0,252659238;1,129266553;0,652911985;0,913124818;0,387384687;2;1,300110393;0,768575391;-1,668860699;-0,741402664;-1,608493835;2;-0,268740183;0,024548283;1,362111241;-0,05182933;-0,271906651;-0,3710491;-1,411491025;-2,092582022;-0,749547452;-0,047091221;0;0;0;0;0;1
Happy;0;0;-0,063553505;-0,257405935;1,131231618;0,668713749;0,95954817;0,762266425;2;1,277977025;0,71658955;-1,635511655;-0,733921947;-1,554386056;2;-0,268995097;0,023819791;1,362909644;-0,057141866;-0,276554872;-0,370074863;-1,412915479;-2,092406614;-0,748000095;-0,045951938;0;0;0;0;0;1
Happy;0;0;-0,065267139;-0,266020206;1,138046991;0,684087565;0,896400552;0,33594202;2;1,204322071;0,625695701;-1,630437758;-0,743895746;-1,561758996;2;-0,268394665;0,023824996;1,365403027;-0,061040184;-0,293236245;-0,369113266;-1,413171088;-2,07936423;-0,753427104;-0,045998193;0;0;0;0;0;1
Happy;0;0;-0,066715365;-0,272506783;1,140558822;0,684739339;0,879897622;0,437442694;2;1,197315718;0,612056992;-1,610160485;-0,732551264;-1,588740302;2;-0,269509943;0,022802504;1,366062602;-0,078075649;-0,1790416;-0,368935039;-1,416597291;-2,075132209;-0,751748685;-0,045260493;0;0;0;0;0;1
Happy;0;0;-0,067629916;-0,274122752;1,141121213;0,685562211;0,875471836;0,473587415;2;1,189348063;0,604729346;-1,60850333;-0,730721178;-1,630429663;2;-0,269367526;0,022780151;1,366177086;-0,078124109;-0,147195416;-0,368509748;-1,416237582;-2,077977503;-0,760120314;-0,045535033;0;0;0;0;0;1
Happy;0;0;-0,068965011;-0,275019697;1,141674739;0,687375967;0,873884857;0,407026732;2;1,17590436;0,596639375;-1,624889815;-0,742654946;-1,548035633;2;-0,269398014;0,022424327;1,366699482;-0,077727434;-0,303418191;-0,368189025;-1,417059764;-2,076539129;-0,757538565;-0,045507026;0;0;0;0;0;1
Happy;0;0;-0,070269135;-0,275128369;1,142401052;0,691867923;0,872061623;0,412889495;2;1,167218525;0,591615682;-1,635797226;-0,748326333;-1,632361701;2;-0,268411144;0,022583143;1,368871043;-0,074727197;-0,305640387;-0,367628488;-1,416873808;-2,061880213;-0,757651654;-0,045870319;0;0;0;0;0;1
Happy;0;0;-0,071164568;-0,276700258;1,143029436;0,69812467;0,866516439;0,471551931;2;1,166770149;0,587098369;-1,62501654;-0,738929533;-1,53405134;2;-0,269566786;0,022339958;1,365538362;-0,079027439;-0,308975913;-0,367450459;-1,416778273;-2,079683674;-0,761556886;-0,046351024;0;0;0;0;0;1
Happy;0;0;-0,072054377;-0,277336868;1,143248544;0,697826066;0,863754597;0,490904206;2;1,169844096;0,587418947;-1,616954847;-0,730910334;-1,644149824;2;-0,268863488;0,02180078;1,365834591;-0,074842575;-0,309400857;-0,366714874;-1,416847875;-2,07971993;-0,76348219;-0,046381291;0;0;0;0;0;1
Happy;0;0;-0,072054377;-0,277336868;1,143248544;0,697826066;0,863754597;0,490904206;2;1,169844096;0,587418947;-1,616954847;-0,730910334;-1,644149824;2;-0,268863488;0,02180078;1,365834591;-0,074842575;-0,309400857;-0,366714874;-1,416847875;-2,07971993;-0,76348219;-0,046381291;0;0;0;0;0;1
Happy;0;0;-0,068103103;-0,26646089;1,138039807;0,697040355;0,867386782;0,439356792;2;1,176002929;0,594342607;-1,61952706;-0,72762748;-1,511404248;2;-0,2680519;0,02231237;1,36923793;-0,094567328;-0,217586264;-0,364417743;-1,416119023;-2,056078716;-0,753340171;-0,045619485;0;0;0;0;0;1
Happy;0;0;-0,067030236;-0,259517246;1,135295041;0,693883315;0,87450766;0,444116159;2;1,177496467;0,601487016;-1,624974687;-0,727199493;-1,592674244;2;-0,268179747;0,022847528;1,369794622;-0,106193379;-0,29437499;-0,363319459;-1,415343837;-2,050124321;-0,734218391;-0,045840899;0;0;0;0;0;1
Happy;0;0;-0,065194041;-0,253294189;1,129440228;0,687991111;0,877345242;0,443758537;2;1,200417411;0,618104339;-1,621514773;-0,725361049;-1,609798611;2;-0,26761107;0,022959987;1,370761979;-0,11051745;-0,21139147;-0,362757291;-1,414733576;-2,042548823;-0,731221963;-0,04535901;0;0;0;0;0;1
Happy;0;0;-0,059929667;-0,250099304;1,123358086;0,687538789;0,87742801;0,445624356;3;1,199636247;0,618789324;-1,619303735;-0,721260963;-1,576521248;2;-0,267461618;0,022763836;1,372057615;-0,125665353;-0,277029209;-0,362143396;-1,414992365;-2,030211518;-0,724273888;-0,044189111;0;0;0;0;0;1
Happy;0;0;-0,257309736;-0,315959393;-1,234488028;0,520683093;0,39810671;-0,620013185;3;0,24875965;-1,412300935;-0,341561418;-0,304824722;0,633855737;2;-0,048558822;0,140272177;1,406305603;-0,586693485;-0,023136026;-0,180208497;-1,361023424;-0,881578752;0,142721192;0,31605098;0;0;0;0;0;1
Happy;0;0;-0,273988114;-0,192022647;-1,314867441;0,528787856;0,224924511;-0,745719058;2;0,2498552;-1,411383057;-0,33620841;-0,310760063;0,759521733;2;-0,047509969;0,141495358;1,401543734;-0,56145771;-0,020084737;-0,180198589;-1,362266735;-0,894122413;0,127385195;0,314022767;0;0;0;0;0;1
Happy;0;0;-0,274478495;-0,189534625;-1,31068722;0,553344549;0,233340394;-0,709694937;3;0,253784157;-1,408251236;-0,33458606;-0,315464283;0,741391941;2;-0,04817441;0,145414334;1,398894532;-0,562008992;-0,023642781;-0,181185846;-1,360698422;-0,906937772;0,158130501;0,308909293;0;0;0;0;0;1
Happy;0;0;-0,289775176;-0,189529365;-1,30770211;0,549632159;0,234553082;-0,710876653;2;0,256140826;-1,406150455;-0,328422306;-0,314574189;0,809373603;2;-0,047907745;0,147838483;1,400237658;-0,573096112;-0,023967582;-0,183293499;-1,357143721;-0,903202573;0,134425368;0,309445188;0;0;0;0;0;1
Happy;0;0;-0,291578023;-0,189529554;-1,307377038;0,548155779;0,234757257;-0,724492549;2;0,255775222;-1,406554573;-0,325976544;-0,315228765;0,822098423;2;-0,047746531;0,148726528;1,400332865;-0,577395816;-0,024632222;-0,185918257;-1,355987468;-0,905209002;0,094720487;0,309861179;0;0;0;0;0;1
Happy;0;0;-0,293777785;-0,189550376;-1,307597837;0,546619194;0,234936045;-0,707868539;2;0,255119158;-1,40600623;-0,344948282;-0,328883728;0,680732366;3;-0,047491751;0,149361787;1,400674907;-0,580926914;-0,02139635;-0,186463485;-1,35478309;-0,896306716;0,091535982;0,309973646;0;0;0;0;0;1
Happy;0;0;-0,293777785;-0,189550376;-1,307597837;0,546619194;0,234936045;-0,707868539;2;0,255119158;-1,40600623;-0,344948282;-0,328883728;0,680732366;3;-0,047491751;0,149361787;1,400674907;-0,580926914;-0,02139635;-0,186463485;-1,35478309;-0,896306716;0,091535982;0,309973646;0;0;0;0;0;1
Happy;0;0;-0,293852003;-0,182041265;-1,31346807;0,54728186;0,242838684;-0,674083133;3;0,251903221;-1,411863123;-0,307476877;-0,324789052;0,825122859;2;-0,046917896;0,151626028;1,401186916;-0,588888398;-0,022394586;-0,186085354;-1,352394866;-0,894452675;0,112262549;0,311487286;0;0;0;0;0;1
Happy;0;0;-0,298520082;-0,177502085;-1,31461247;0,551206273;0,242671346;-0,618715498;2;0,251452525;-1,413369377;-0,31957283;-0,336960264;0,762166055;2;-0,046485006;0,153011227;1,399312774;-0,594859381;0,027889665;-0,213376977;-1,351870741;-0,899623922;0,228070935;0,320414955;0;0;0;0;0;1
Happy;0;0;-0,295534279;-0,176957106;-1,313320739;0,559360238;0,243621779;-0,749115544;2;0,24993977;-1,411370438;-0,320903125;-0,336093441;0,721662021;2;-0,045910181;0,153674532;1,398105211;-0,593777086;-0,005642397;-0,201461324;-1,35186227;-0,900913662;0,212311515;0,320583758;0;0;0;0;0;1
Happy;0;0;-0,292228666;-0,175010334;-1,317039071;0,571751016;0,248566948;-0,673196685;2;0,242233455;-1,405005176;-0,312368163;-0,332367045;0,794707303;3;-0,04489912;0,156821795;1,3971792;-0,605793212;-0,036772723;-0,196117113;-1,349467609;-0,899616992;0,062006963;0,287857783;0;0;0;0;0;1
Happy;0;0;-0,292864652;-0,170383664;-1,318992637;0,565626147;0,249275856;-0,570815612;3;0,238169002;-1,405255013;-0,307370462;-0,33459985;0,740254016;2;-0,044378049;0,160481189;1,394606458;-0,61414134;-0,017794877;-0,179475064;-1,34743555;-0,90094113;0,21258353;0,311126252;0;0;0;0;0;1
Happy;0;0;-0,29502741;-0,166415664;-1,320652135;0,56661863;0,257196915;-0,649992043;3;0,232966212;-1,403695097;-0,313321987;-0,334324986;0,758380276;2;-0,043561471;0,163536335;1,394301428;-0,636251151;-0,014940274;-0,179564436;-1,344472441;-0,889083189;0,105566322;0,315206677;0;0;0;0;0;1
Happy;0;0;-0,293349191;-0,165594044;-1,31863895;0,567044782;0,260925949;-0,661271072;3;0,229158238;-1,403462038;-0,300303501;-0,334234602;0,707522662;2;-0,042630984;0,166949462;1,393914047;-0,650570517;-0,020939827;-0,187559602;-1,340928976;-0,893890281;0,207648677;0,316705649;0;0;0;0;0;1
Happy;0;0;-0,295352656;-0,166980059;-1,317109836;0,564286466;0,262464848;-0,546178865;3;0,22553438;-1,402504572;-0,288969642;-0,33305607;0,771711631;2;-0,042248875;0,1699377;1,392104516;-0,661371212;-0,023099178;-0,184977637;-1,339177366;-0,901395938;0,143579431;0,34957315;0;0;0;0;0;1
Happy;0;0;-0,30015436;-0,166838722;-1,313275833;0,568346024;0,262865144;-0,672170096;3;0,224186417;-1,401104687;-0,279431066;-0,333490726;0,719194857;2;-0,041375807;0,173478038;1,39125905;-0,674924395;-0,021843292;-0,110935205;-1,336288794;-0,903158323;-0,039263625;0,254303662;0;0;0;0;0;1
Happy;0;0;-0,307273219;-0,166799947;-1,315348158;0,561904422;0,260731326;-0,611043719;3;0,225947802;-1,400891934;-0,294862611;-0,33696801;0,714623736;2;-0,040734693;0,17485687;1,3899922;-0,667052234;-0,024163506;-0,090076335;-1,335460575;-0,910280037;0,119566045;0,330336154;0;0;0;0;0;1
Happy;0;0;-0,307447516;-0,166894825;-1,315414368;0,563006239;0,26106517;-0,688742096;2;0,225734104;-1,399433603;-0,29448585;-0,33680143;0,729705932;2;-0,040330295;0,175433941;1,390482654;-0,669002516;-0,029057844;-0,12137914;-1,333010491;-0,906047055;0,104867684;0,311893187;0;0;0;0;0;1
Happy;0;0;-0,308614925;-0,166205238;-1,315091247;0,565884998;0,260964486;-0,644135274;3;0,225960061;-1,39755011;-0,297403902;-0,337264863;0,669966647;2;-0,04024735;0,176102757;1,390696852;-0,667544328;0,015070531;-0,195112135;-1,331705241;-0,909777789;0,093884963;0,313430308;0;0;0;0;0;1
Happy;0;0;0,058662867;-0,806802749;-0,479525259;0,821653951;0,841595285;-0,330119973;2;1,129380554;-0,410304017;-0,879109638;-1,152944445;-2,693750375;2;-0,052535744;0,202343677;1,244951925;-0,778137784;0,190359902;-0,252205723;-1,329494618;-1,087927193;-0,004100974;0,154152168;0;0;0;0;0;1
Happy;0;0;0,008835421;-0,803548982;-0,506004076;0,807679077;0,840624447;-0,416494186;2;1,123988028;-0,389717822;-0,848353371;-1,039207467;-2,669422258;2;-0,056845808;0,197455766;1,248196296;-0,767402486;0,209661891;-0,254165443;-1,334886342;-1,07452865;-0,002867807;0,154357686;0;0;0;0;0;1
Happy;0;0;0,032530701;-0,803905113;-0,492656715;0,812229164;0,839112228;-0,219352743;2;1,11442058;-0,385380586;-0,892665775;-1,154470444;-2,685628498;2;-0,056653755;0,198491749;1,248025918;-0,76271999;0,229645007;-0,256002201;-1,334937656;-1,075073341;-0,003363126;0,156535073;0;0;0;0;0;1
Happy;0;0;0,005618034;-0,803215996;-0,501892609;0,808709728;0,841143207;-0,341517775;2;1,110243996;-0,374079673;-0,922779188;-1,153862622;-2,722258669;2;-0,059872848;0,194168082;1,249812491;-0,754207641;0,194468793;-0,255048711;-1,340006973;-1,062870768;-0,002292344;0,158109544;0;0;0;0;0;1
Happy;0;0;-0,007009736;-0,802731502;-0,506923796;0,807072566;0,841785193;-0,336650385;2;1,108922641;-0,370018971;-0,93441767;-1,154673571;-2,64006849;2;-0,062151659;0,191320468;1,251192115;-0,748470393;0,027021646;-0,25543488;-1,343219741;-1,054326372;-0,001997543;0,157309619;0;0;0;0;0;1
Happy;0;0;0,009300397;-0,803731623;-0,490521789;0,819039902;0,843586655;-0,356195258;2;1,107706826;-0,375053143;-0,944104372;-1,159343703;-2,547301517;2;-0,062297438;0,190811173;1,251545478;-0,744880568;0,18966143;-0,257409789;-1,344143716;-1,050155244;-0,002785801;0,158999631;0;0;0;0;0;1
