Emotion,Head Yaw,Head Roll,Head Pitch,Right Shoulder Roll,Right Shoulder Pitch,Right Elbow Yaw,Right Elbow Roll,Right Wrist Yaw,Right Hand,Left Shoulder Roll,Left Shoulder Pitch,Left Elbow Yaw,Left Elbow Roll,Left Wrist Yaw,Left Hand,Waist Roll,Waist Pitch,Right Hip Roll,Right Hip Pitch,Right Knee Yaw,Right Knee Roll,Left Hip Roll,Left Hip Pitch,Left Knee Yaw,Left Knee Roll,Emotion Code 6,Emotion Code 5,Emotion Code 4,Emotion Code 3,Emotion Code 2,Emotion Code 1
Happy,0.0,0.0,-0.0635535050664,-0.257405935438,1.13123161778,0.668713749177,0.959548170053,0.762266424778,2,1.27797702483,0.716589550217,-1.63551165476,-0.733921947311,-1.55438605639,2,-0.268995096591,0.0238197909055,1.36290964404,-0.0571418661131,-0.276554872474,-0.37007486337,-1.41291547879,-2.09240661353,-0.748000094637,-0.0459519376483,0,0,0,0,0,1
Happy,0.0,0.0,-0.0652671393406,-0.266020206296,1.13804699053,0.684087564893,0.896400552475,0.335942020009,2,1.2043220708,0.625695700617,-1.6304377577,-0.743895745736,-1.56175899582,2,-0.268394665058,0.0238249962464,1.36540302719,-0.0610401837849,-0.29323624512,-0.369113266132,-1.41317108845,-2.07936422978,-0.753427104256,-0.0459981928096,0,0,0,0,0,1
Happy,0.0,0.0,-0.0667153645785,-0.272506783369,1.14055882204,0.684739339212,0.879897622028,0.437442694017,2,1.19731571805,0.61205699206,-1.61016048505,-0.732551264304,-1.58874030198,2,-0.269509942967,0.0228025035011,1.36606260193,-0.078075648892,-0.179041599955,-0.368935038896,-1.41659729085,-2.07513220925,-0.751748685384,-0.0452604929718,0,0,0,0,0,1
Happy,0.0,0.0,-0.0676299158088,-0.274122752124,1.14112121259,0.685562210698,0.87547183592,0.473587414596,2,1.18934806267,0.604729345583,-1.60850333029,-0.730721178193,-1.63042966329,2,-0.26936752579,0.0227801507955,1.36617708566,-0.0781241085858,-0.147195415882,-0.368509747731,-1.41623758223,-2.07797750272,-0.760120314408,-0.0455350331655,0,0,0,0,0,1
Happy,0.0,0.0,-0.0689650114511,-0.275019697306,1.14167473857,0.687375966668,0.873884856538,0.407026732266,2,1.17590435995,0.596639375362,-1.62488981526,-0.7426549463,-1.5480356333,2,-0.269398013543,0.0224243269224,1.36669948236,-0.0777274342874,-0.30341819086,-0.368189024789,-1.41705976354,-2.07653912854,-0.757538565456,-0.0455070255869,0,0,0,0,0,1
Happy,0.0,0.0,-0.0702691347106,-0.275128368658,1.1424010523,0.691867922773,0.872061622814,0.412889494624,2,1.16721852544,0.591615682344,-1.63579722607,-0.748326333189,-1.63236170072,2,-0.268411143714,0.0225831434377,1.36887104275,-0.0747271970288,-0.305640387191,-0.367628487593,-1.41687380842,-2.06188021289,-0.757651654309,-0.0458703190117,0,0,0,0,0,1
Happy,0.0,0.0,-0.0711645677872,-0.276700257837,1.14302943612,0.698124670455,0.866516439201,0.471551931059,2,1.1667701485,0.587098368632,-1.62501653993,-0.738929532749,-1.53405134022,2,-0.269566786084,0.0223399575983,1.36553836229,-0.0790274386938,-0.30897591336,-0.367450459164,-1.41677827298,-2.07968367434,-0.761556885543,-0.046351024001,0,0,0,0,0,1
Happy,0.0,0.0,-0.0720543766271,-0.277336868415,1.14324854407,0.697826065832,0.863754596674,0.490904206328,2,1.16984409635,0.587418947462,-1.61695484667,-0.730910334406,-1.64414982378,2,-0.268863487513,0.0218007798339,1.36583459079,-0.0748425751357,-0.309400856627,-0.366714873877,-1.41684787462,-2.07971993001,-0.763482189505,-0.0463812905284,0,0,0,0,0,1
Happy,0.0,0.0,-0.0720543766271,-0.277336868415,1.14324854407,0.697826065832,0.863754596674,0.490904206328,2,1.16984409635,0.587418947462,-1.61695484667,-0.730910334406,-1.64414982378,2,-0.268863487513,0.0218007798339,1.36583459079,-0.0748425751357,-0.309400856627,-0.366714873877,-1.41684787462,-2.07971993001,-0.763482189505,-0.0463812905284,0,0,0,0,0,1
Happy,0.0,0.0,-0.0681031029691,-0.266460889859,1.13803980668,0.697040354796,0.867386782283,0.439356791593,2,1.17600292917,0.594342606544,-1.61952706001,-0.727627480463,-1.5114042477,2,-0.26805190025,0.0223123698048,1.36923792981,-0.0945673278749,-0.217586264339,-0.364417742541,-1.4161190229,-2.05607871584,-0.753340170673,-0.0456194851476,0,0,0,0,0,1
Happy,0.0,0.0,-0.0670302358044,-0.259517246353,1.13529504128,0.693883315378,0.874507660006,0.444116158934,2,1.17749646684,0.601487016186,-1.6249746869,-0.727199493153,-1.59267424412,2,-0.268179746545,0.022847528027,1.36979462178,-0.10619337858,-0.294374989699,-0.363319458646,-1.4153438369,-2.05012432125,-0.734218391222,-0.0458408989806,0,0,0,0,0,1
Happy,0.0,0.0,-0.0651940407833,-0.253294188605,1.12944022768,0.68799111078,0.877345242408,0.443758537285,2,1.20041741133,0.618104338991,-1.62151477271,-0.725361049322,-1.60979861064,2,-0.267611070408,0.0229599869197,1.37076197948,-0.11051745046,-0.211391470136,-0.362757290937,-1.41473357551,-2.04254882294,-0.731221963165,-0.0453590095399,0,0,0,0,0,1
Happy,0.0,0.0,-0.0599296665821,-0.250099303914,1.12335808571,0.687538789204,0.877428009629,0.445624355911,3,1.19963624737,0.618789323906,-1.61930373474,-0.721260963238,-1.57652124791,2,-0.267461617918,0.0227638359998,1.37205761545,-0.125665352846,-0.277029208805,-0.362143396175,-1.41499236474,-2.03021151804,-0.724273887608,-0.0441891111261,0,0,0,0,0,1
Happy,0.0,0.0,-0.257309736295,-0.31595939266,-1.23448802819,0.520683092534,0.398106710154,-0.620013184812,3,0.248759650276,-1.41230093509,-0.341561418378,-0.304824722136,0.633855736822,2,-0.0485588219931,0.140272177151,1.40630560301,-0.586693485261,-0.0231360264687,-0.180208497006,-1.36102342411,-0.881578752191,0.14272119231,0.316050979672,0,0,0,0,0,1
Happy,0.0,0.0,-0.273988114087,-0.192022646706,-1.31486744058,0.528787855796,0.224924510852,-0.745719058464,2,0.249855199612,-1.41138305684,-0.336208409809,-0.310760063138,0.759521733271,2,-0.0475099691644,0.141495357794,1.40154373371,-0.56145770995,-0.0200847371795,-0.180198588766,-1.36226673484,-0.89412241321,0.127385195237,0.314022766843,0,0,0,0,0,1
Happy,0.0,0.0,-0.274478494833,-0.189534624699,-1.31068722045,0.553344549425,0.233340394334,-0.709694936868,3,0.253784156549,-1.40825123622,-0.334586059534,-0.315464282843,0.741391940993,2,-0.0481744096487,0.145414333875,1.39889453202,-0.562008991644,-0.0236427808948,-0.181185846271,-1.360698422,-0.906937772155,0.158130500516,0.30890929308,0,0,0,0,0,1
Happy,0.0,0.0,-0.289775175634,-0.189529365392,-1.30770210979,0.549632159232,0.234553081573,-0.710876653483,2,0.256140826234,-1.40615045509,-0.328422306101,-0.3145741886,0.809373603428,2,-0.0479077450493,0.147838483414,1.40023765786,-0.573096111533,-0.0239675822814,-0.1832934989,-1.35714372069,-0.90320257251,0.134425368485,0.309445188086,0,0,0,0,0,1
Happy,0.0,0.0,-0.291578023395,-0.189529554108,-1.30737703773,0.548155778754,0.23475725723,-0.724492549051,2,0.255775221902,-1.40655457321,-0.325976544054,-0.315228765028,0.822098423346,2,-0.0477465308608,0.148726527615,1.40033286472,-0.577395815834,-0.0246322219293,-0.185918256689,-1.35598746778,-0.905209002021,0.0947204866162,0.309861178667,0,0,0,0,0,1
Happy,0.0,0.0,-0.293777784964,-0.189550376117,-1.30759783683,0.546619193973,0.234936045342,-0.707868539012,2,0.25511915848,-1.40600623044,-0.344948282307,-0.328883728411,0.680732366481,3,-0.0474917507077,0.149361786948,1.40067490722,-0.580926914402,-0.0213963503655,-0.186463485149,-1.35478309028,-0.896306715717,0.0915359821738,0.309973646432,0,0,0,0,0,1
Happy,0.0,0.0,-0.293777784964,-0.189550376117,-1.30759783683,0.546619193973,0.234936045342,-0.707868539012,2,0.25511915848,-1.40600623044,-0.344948282307,-0.328883728411,0.680732366481,3,-0.0474917507077,0.149361786948,1.40067490722,-0.580926914402,-0.0213963503655,-0.186463485149,-1.35478309028,-0.896306715717,0.0915359821738,0.309973646432,0,0,0,0,0,1
Happy,0.0,0.0,-0.293852002696,-0.182041265329,-1.31346807045,0.54728185954,0.242838684344,-0.674083132739,3,0.251903221389,-1.4118631226,-0.307476876998,-0.324789052061,0.825122859246,2,-0.0469178963385,0.151626028058,1.40118691599,-0.588888397586,-0.0223945857517,-0.186085354015,-1.35239486578,-0.894452674621,0.112262549177,0.311487286233,0,0,0,0,0,1
Happy,0.0,0.0,-0.298520082247,-0.17750208537,-1.31461246982,0.551206272995,0.242671345946,-0.618715497703,2,0.251452525091,-1.41336937695,-0.319572830172,-0.336960264291,0.762166054995,2,-0.0464850060611,0.153011226872,1.3993127735,-0.594859381091,0.0278896645031,-0.213376977497,-1.35187074075,-0.899623921871,0.228070934943,0.320414955133,0,0,0,0,0,1
Happy,0.0,0.0,-0.295534279264,-0.176957106448,-1.3133207388,0.559360237952,0.243621779332,-0.749115544333,2,0.249939769822,-1.41137043818,-0.320903124736,-0.336093440732,0.721662021496,2,-0.0459101806708,0.153674532382,1.39810521146,-0.593777085976,-0.00564239690348,-0.201461323932,-1.35186226956,-0.900913662312,0.212311514865,0.320583758487,0,0,0,0,0,1
Happy,0.0,0.0,-0.292228665989,-0.175010333806,-1.31703907053,0.571751016382,0.248566948106,-0.673196684616,2,0.242233455218,-1.40500517567,-0.312368163479,-0.332367044585,0.794707303267,3,-0.044899119645,0.156821795298,1.39717919982,-0.605793212193,-0.0367727231632,-0.196117112856,-1.34946760942,-0.899616991658,0.0620069632938,0.28785778282,0,0,0,0,0,1
Happy,0.0,0.0,-0.29286465223,-0.17038366355,-1.31899263726,0.565626146791,0.249275855996,-0.570815612356,3,0.238169001632,-1.40525501286,-0.307370461708,-0.33459984984,0.740254016124,2,-0.0443780490612,0.160481188607,1.39460645756,-0.614141339546,-0.0177948765695,-0.179475064134,-1.34743554985,-0.900941130296,0.212583529502,0.311126251539,0,0,0,0,0,1
Happy,0.0,0.0,-0.295027410264,-0.166415663826,-1.32065213493,0.566618629701,0.257196915239,-0.649992042598,3,0.232966212052,-1.40369509735,-0.313321986922,-0.334324985798,0.758380276324,2,-0.0435614706578,0.163536335373,1.39430142809,-0.636251150634,-0.0149402738543,-0.179564436142,-1.34447244102,-0.889083189456,0.105566321662,0.315206677409,0,0,0,0,0,1
