Head Yaw,Head Roll,Head Pitch,Right Shoulder Roll,Right Shoulder Pitch,Right Elbow Yaw,Right Elbow Roll,Right Wrist Yaw,Right Hand,Left Shoulder Roll,Left Shoulder Pitch,Left Elbow Yaw,Left Elbow Roll,Left Wrist Yaw,Left Hand,Waist Roll,Waist Pitch,Right Hip Roll,Right Hip Pitch,Right Knee Yaw,Right Knee Roll,Left Hip Roll,Left Hip Pitch,Left Knee Yaw,Left Knee Roll,Emotion
0.0,0.0,0.0552768341002,-0.138905723582,0.921262234728,0.175945599697,1.56090984787,-2.67545211058,Unknow,-0.345753903675,0.832275971238,-0.297474141635,-1.38577360182,1.91165958093,Unknow,0.132549496583,0.14991744411,1.1383710934,-0.00713007582655,0.281438752166,-0.35080763709,-1.21526510615,-1.3848378885,-0.0884695398939,-0.0590958286037,Angry
0.0,0.0,0.0540910034299,-0.141382412502,0.938882433459,0.18263824509,1.53969452278,-2.5643404683,Unknow,0.020662953783,0.833668679133,-0.379288830193,-1.41128429383,2.46298746252,Unknow,0.135182369808,0.150537459456,1.13540629883,0.00888795603194,0.244918293499,-0.371485157716,-1.21943282046,-1.39485298723,-0.106698337087,-0.0405031094942,Angry
0.0,0.0,0.0549368353887,-0.143490765701,0.94450407604,0.198420981303,1.52722039812,-2.53727132778,Unknow,0.0365875729842,0.856826696767,-0.399447237053,-1.43052176438,2.46324439608,Unknow,0.136892589028,0.151232162522,1.13536975645,0.0115757562143,0.241272449417,-0.375436981503,-1.23216985584,-1.26396265613,-0.0950420923536,0.0286673495871,Angry
0.0,0.0,0.0540044603365,-0.143403982023,0.942451443676,0.21048334225,1.52158810837,-2.61370690906,Unknow,0.0370655731421,0.846479262386,-0.38428852792,-1.43001272425,2.44794218217,Unknow,0.137960037912,0.151415289847,1.13421861482,0.0178881774019,0.229350278285,-0.383033187192,-1.20987290129,-1.38684101534,-0.110734574432,-0.0444406291666,Angry
0.0,0.0,0.049007572268,-0.151817602446,0.93951158953,0.161384042536,1.53691504496,-2.70766963058,Unknow,0.0363374655652,0.843553589999,-0.342741676765,-1.55828989913,-0.958930131247,Unknow,0.138190942348,0.151457260168,1.13371480828,0.014972115777,0.226614129308,-0.382691146959,-1.22378432749,-1.31218412157,-0.114947386577,0.00315247601189,Angry
0.0,0.0,0.0455095686763,-0.148699151912,0.9326024786,0.143927904821,1.55407563099,2.57383414921,Unknow,0.0503824016401,0.851163705793,-0.406427700849,-1.54615839334,0.158984905446,Unknow,0.138243769813,0.151571734497,1.1339611258,0.0113891551384,0.229410360666,-0.382308523116,-1.2087173125,-1.37599970207,-0.123655583818,-0.0439716140422,Angry
0.0,0.0,0.0392308048555,-0.159709552484,0.914455308208,0.153087186417,1.56578563225,-2.86086870147,Unknow,0.0482193884868,0.849950205069,-0.372171581198,-1.46655940037,2.36240485643,Unknow,0.138385406829,0.151888340035,1.13476695473,0.006421351329,0.233265998435,-0.38028999386,-1.23054712719,-1.28642658463,-0.119147253483,0.015759621581,Angry
0.0,0.0,0.0368227343844,-0.16230983772,0.907358169771,0.153706071906,1.57047142388,2.65910293153,Unknow,0.046727435944,0.848947355192,-0.54946002755,-1.55075169192,-0.570996129461,Unknow,0.138410380993,0.152166508358,1.13584375745,0.0014897957161,0.23636748249,-0.378496176207,-1.23750409121,-1.23002999681,-0.106131998908,0.0456433193339,Angry
0.0,0.0,0.0326886647229,-0.174780304854,0.908557234516,0.128898265504,1.5694563464,2.13033204447,Unknow,0.0456190482003,0.846841322724,-0.406222064838,-1.51250775071,2.36701342537,Unknow,0.138335097101,0.152601590429,1.13672142241,-0.00369806258026,0.238622807116,-0.374248250982,-1.23602072367,-1.24093130452,-0.104068067332,0.0413220889929,Angry
0.0,0.0,0.0326726845371,-0.176131816179,0.911930634013,0.130550045414,1.57043747227,2.15024691455,Unknow,0.0456454730583,0.848490164392,-0.394118745809,-1.50018663465,2.40125031309,Unknow,0.138367157545,0.152946744568,1.13609772859,-0.0042681028759,0.236425259964,-0.373021406389,-1.21715148937,-1.35523620987,-0.0830993053358,-0.0239526922351,Angry
0.0,0.0,0.0292291462406,-0.167036742936,0.929976658982,0.146142923829,1.55595706164,-2.86550278622,Unknow,0.0487419859234,0.854945968162,-0.389530412808,-1.48997096252,2.40147801476,Unknow,0.13849428886,0.153400715498,1.13597059529,-0.00552471723449,0.232808657157,-0.376823961796,-1.22296545016,-1.29395925694,-0.105838038884,0.00759076502213,Angry
0.0,0.0,0.0230800014323,-0.160440149363,0.937942757791,0.154432598989,1.54829649564,-2.85668348558,Unknow,0.0392592030809,0.853193152524,-0.39521152342,-1.4907420139,2.37526171043,Unknow,0.138584066036,0.154003202727,1.13470928794,-0.00676323105427,0.222834652756,-0.378690470613,-1.22737200019,-1.25376949724,-0.0914083940352,0.027613199085,Angry
0.0,0.0,0.0358857279186,-0.158902563137,0.944079714543,0.14674955452,1.54173573618,-2.83440800583,Unknow,-0.156694006537,0.848210178091,-0.497600922305,-1.44950702446,2.47856956882,Unknow,0.138226405663,0.156011479818,1.1347933599,-0.00680228704951,0.217805443259,-0.380836440018,-1.22578076694,-1.25585182288,-0.103132976379,0.0292346179823,Angry
0.0,0.0,0.035805178007,-0.158824410925,0.943205924071,0.146380826983,1.54235626397,-2.87565307569,Unknow,0.00979215749271,0.880056317811,-0.436730494475,-1.51568465228,2.31696516784,Unknow,0.138234696724,0.156026021188,1.1341473563,-0.00644643054681,0.217537499447,-0.382038588557,-1.22614623188,-1.25770057097,-0.105706696776,0.0282551701601,Angry
0.0,0.0,0.0352847075708,-0.159050475529,0.942602934503,0.145892108036,1.54319549114,-2.84552963762,Unknow,0.00327489789303,0.871254736361,-0.436730494475,-1.51568465228,2.31696516784,Unknow,0.13851978158,0.156174011986,1.13365876997,-0.00720164460515,0.214458535494,-0.38237300677,-1.22745705332,-1.27292908293,-0.118378040346,0.0231676214795,Angry
0.0,0.0,0.0349628062852,-0.157235355963,0.94243190731,0.147302384689,1.54299124051,-2.83447976699,Unknow,0.00967148039598,0.869755486983,-0.424016305261,-1.51548916125,2.33171141609,Unknow,0.138919059947,0.156462287839,1.13271641945,-0.00837580615486,0.214649634869,-0.38299014702,-1.21800236533,-1.33136338539,-0.109469093355,-0.0132375633366,Angry
0.0,0.0,0.0489391854853,-0.157346879642,0.946034459979,0.146551571065,1.54407350277,-2.82179702168,Unknow,0.0122624955405,0.875208287984,-0.390880040798,-1.44023871973,2.43458111942,Unknow,0.138649725373,0.158643980737,1.13174682361,-0.0132836459123,0.215376348202,-0.382498756614,-1.22269929444,-1.28589078451,-0.11357828428,0.0139416018171,Angry
0.0,0.0,0.0480825775144,-0.156246396313,0.94478440563,0.145838898528,1.5442102396,2.5505117362,Unknow,0.0141732946148,0.875573204308,-0.399073810137,-1.45127962323,0.573378658834,Unknow,0.138730152473,0.158544333571,1.13139740815,-0.0131583018061,0.217215085577,-0.380017112097,-1.22362859146,-1.28100651342,-0.112825651965,0.016513679543,Angry
0.0,0.0,0.0474643783664,-0.155561333621,0.944449683734,0.144937053088,1.54618376344,-2.74077968373,Unknow,0.0132534865821,0.873837136355,-0.388058411065,-1.42813152575,2.45779883172,Unknow,0.138625442155,0.15847102228,1.13143274093,-0.0127539069638,0.215237927725,-0.38067679363,-1.22447343963,-1.2791613502,-0.113717981409,0.0181410733596,Angry
0.0,0.0,0.0453081870924,-0.156149702411,0.942813130441,0.143697637881,1.55219603565,-2.80696190896,Unknow,0.00910003195411,0.867237438817,-0.388058411065,-1.42813152575,2.45779883172,Unknow,0.138465624111,0.158278098523,1.13082207035,-0.0144522611813,0.212102167127,-0.381111227623,-1.23010312922,-1.26548229518,-0.123830379411,0.0289506633966,Angry
0.0,0.0,0.0440347160905,-0.156749458963,0.941669908438,0.14321491349,1.55318027698,-2.87728786803,Unknow,0.0164279294861,0.867216607814,-0.38826176542,-1.42358880772,2.46582297095,Unknow,0.138360656602,0.15812694367,1.13084830432,-0.0159206675942,0.219749945737,-0.380851277749,-1.23149468387,-1.26505698573,-0.114089659526,0.0318590869258,Angry
0.0,0.0,0.0424816907497,-0.157891683986,0.939639007879,0.142437075178,1.55419481726,2.40723435308,Unknow,0.0167463334153,0.866717049484,-0.38826176542,-1.42358880772,2.46582297095,Unknow,0.138341830361,0.158018069983,1.13111414774,-0.0171234264117,0.223759517219,-0.380761928762,-1.23167654641,-1.2636563862,-0.0950666644334,0.0320788657628,Angry
0.0,0.0,0.0408238094497,-0.165744260696,0.93158364231,0.136069297581,1.55980569938,-2.75434278322,Unknow,0.0201540047747,0.864830251675,-0.356051172193,-1.36864634484,-0.769853874456,Unknow,0.138237008241,0.15786868889,1.13152250023,-0.019104238221,0.225240927078,-0.38031166811,-1.23181358136,-1.25876135573,-0.106126372597,0.0349389591383,Angry
0.0,0.0,0.0404995125026,-0.167844383952,0.93006059779,0.134483880739,1.56257832082,-2.83074314085,Unknow,0.0212988025281,0.864065485823,-0.35449296968,-1.36807759197,-0.778165381157,Unknow,0.138316155406,0.1579377365,1.13184785265,-0.0185499669516,0.225700875971,-0.380261524097,-1.23120350815,-1.25902874906,-0.113208679765,0.03344368935,Angry
0.0,0.0,0.0412640254095,-0.16867917645,0.928015660097,0.133347709709,1.5645445973,2.08132968212,Unknow,0.0248637649764,0.861334585856,-0.349531695813,-1.36929197311,-0.773078197414,Unknow,0.138407405845,0.1580135589,1.13126155118,-0.0180385754744,0.225007951625,-0.379878097905,-1.23102703994,-1.26175961678,-0.114702720597,0.0335999426321,Angry
0.0,0.0,0.0447638895324,-0.1674895928,0.927448064681,0.127643261759,1.56695932639,-2.90640321222,Unknow,0.0276027166034,0.86042350694,-0.360562996531,-1.38639343873,-0.546221277105,Unknow,0.137975638097,0.158138933731,1.13192738267,-0.0274177298392,0.235211797962,-0.375091286003,-1.23162490896,-1.25110684424,-0.110420551918,0.0386718727336,Angry
0.0,0.0,0.0506935963978,-0.168155383967,0.927730825399,0.127075921297,1.56270697961,2.16409529366,Unknow,0.0285111660634,0.859796002816,-0.367118422588,-1.39537026682,-0.777782199477,Unknow,0.137310994691,0.15852372436,1.13352804058,-0.0364861325846,0.248265417204,-0.368154068259,-1.23130737067,-1.24321927657,-0.0985651260413,0.0413833451842,Angry
0.0,0.0,0.0617508232939,-0.139105311762,0.919230336378,0.121646002986,1.53343109525,-2.91407892559,Unknow,0.0303569827745,0.853097576962,-0.368154241163,-1.41620923264,-0.80873644002,Unknow,0.134835688663,0.158812043904,1.13723762732,-0.0454950605785,0.259018793394,-0.361031106567,-1.23140687218,-1.23627048008,-0.0953297862817,0.0421817331024,Angry
