Animation,Hip Pitch,Hip Roll,Head Yaw,Head Pitch,Right Shoulder Pitch,Right Shoulder Roll,Right Elbow Yaw,Right Elbow Roll,Right Wrist Yaw,Right Hand,Left Shoulder Pitch,Left Shoulder Roll,Left Elbow Yaw,Left Elbow Roll,Left Wrist Yaw,Left Hand
Victory,0.00842238590121,-0.037122003734099997,2.8025969286499994e-45,-0.066198326647300007,1.6441246271099998,-0.33535438775999998,1.2973638773,0.53695797920199995,0.00035885418765199998,0.44962960481600001,1.7374399900400002,0.39201095700299998,-1.2449283599900001,-0.85374128818499995,-0.00035885418765199998,0.44962960481600001
Victory,0.076099470257800006,-0.0393014252186,4.3090335743999998e-09,-0.066587589681099998,1.64363002777,-0.323414713144,1.29715001583,0.54986649751700001,0.00047299900325000003,0.0951851457357,1.7292513847400002,0.37709587812399997,-1.25984179974,-0.88722527027099996,-0.00047295959666400006,0.0951851457357
Victory,0.098022319376500008,-0.039760574698400004,2.1680364170599996e-08,-0.06937200576069999,1.6420582532899999,-0.32068398594899999,1.2930414676699999,0.55278503894800002,0.0004953211173419999,0.019999999553000001,1.7297222614300001,0.37084856629399998,-1.2580729723000001,-0.87668007612200005,-0.000495209009387,0.019999999553000001
Victory,0.10308580100500001,-0.040210112929300004,2.04853183305e-08,-0.071787826716899997,1.6482558250400001,-0.31976449489600001,1.3047674894299999,0.56273418664899999,0.000499409332406,0.019999999553000001,1.7412072420099998,0.36374408006700004,-1.25394499302,-0.873068571091,-0.00049932970432600005,0.019999999553000001
Victory,0.104378283024,-0.040769308805499997,3.8849417904900005e-08,-0.075849711895000005,1.8253866434099999,-0.32094773650199998,1.6366426944699999,0.96271800994900003,0.00050046271644499992,0.019999999553000001,1.8900146484400002,0.38711085915600002,-1.5223743915600001,-1.2774018049200002,-0.00050034438027100002,0.019999999553000001
Victory,0.10766135156199999,-0.041837956756400001,9.4388230564799989e-09,-0.078843869268899996,1.7464849948900003,-0.43420273065600001,1.9587007761000002,1.2870022058499999,0.00050009961705699995,0.019999999553000001,1.8219830989800001,0.63274466991400002,-1.7941787242900002,-1.19230318069,-0.00050007842946800005,0.019999999553000001
Victory,0.12806499004399999,-0.045388396829399998,2.9076763219400001e-09,-0.074560374021500009,1.5038895607,-0.76963412761700001,2.0856685638400001,1.2728743553200002,0.00050002010539199992,0.019999999553000001,1.5883311033200003,0.90385371446600005,-2.0809004306799999,-1.18418705463,-0.00050001981435300006,0.019999999553000001
Victory,0.15005522966400001,-0.051136262714900002,5.8429584726100003e-08,-0.094441488385200001,1.2378729581799999,-1.0978248119399998,1.9245079755800001,1.0578591823600001,0.00049987441161600005,0.019999999553000001,1.21579873562,1.25537669659,-1.9022202491799998,-1.0106652975100001,-0.000499927613419,0.260000020266
Victory,0.17463326454199998,-0.057504415512100004,9.9449401602699999e-08,-0.110265210271,0.94994139671299993,-1.1197460889799999,1.7959370613099999,1.4045653343200002,0.00049979012692300006,0.019999999553000001,0.86281633377100009,1.0844050645799999,-1.4707435369499999,-1.40124845505,-0.00049982557538899997,0.043040007352800003
Victory,0.18824788928,-0.061336964368799998,4.3085410794699999e-08,-0.135529369116,0.61272716522199999,-0.90811359882400011,1.4377623796500001,1.12741196156,0.00049989594845100001,0.019999999553000001,0.56973057985300002,0.85214173793799997,-1.0598236322399999,-1.45183289051,-0.00049993983702699993,0.019999999553000001
